id,name,description,place_id,lat,lng,key_location_id,created_at,updated_at,business_status,icon,opening_hours,photo_reference,compound_code,global_code,rating,user_ratings_total,types,vicinity,formatted_address,formatted_phone_number
7836,Pura Candi Untoroyono,-,ChIJ_____1A_ei4R5JA1uR5EVqU,-7.6852429,110.7277187,88,10/23/2023 8:07:22 PM,10/23/2023 8:07:22 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,AcJnMuGclDPVW4He8UprcS0Tho0JQAL0l6wkEObrtT7xnpt5faQgL887DDb5Hq5f8mbNQCYgl0BmiTpI69WeafP7AoibiHTnRWv-lsq7D0fg5Ldhh6J_FAxxHzpmc4mQjbQMG9FSZUz4OStFXnu-bZccqQwZAKc6iQi_GZF7qlrgbq8lST-a,"8P7H+W3 Kalangan, Klaten Regency, Central Java, Indonesia",6P4G8P7H+W3,4.2,122,hindu_temple|tourist_attraction|place_of_worship|point_of_interest|establishment,"Jalan Karangwungu - Pedan No.354, Nayan, Kalangan","Jl. Karangwungu - Pedan No.354, Nayan, Kalangan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468, Indonesia",-
7321,Wisat Alam Curug Sinom Indah Kalibening,-,ChIJ_____48DcC4RkWPdtz6iBj8,-7.217212499999998,109.6909219,79,10/23/2023 8:06:24 PM,10/23/2023 8:06:24 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 7:00 AM – 5:00 PM|Tuesday: 7:00 AM – 5:00 PM|Wednesday: 7:00 AM – 5:00 PM|Thursday: 7:00 AM – 5:00 PM|Friday: 7:00 AM – 5:00 PM|Saturday: 7:00 AM – 5:00 PM|Sunday: 7:00 AM – 5:00 PM,AcJnMuF4_p21-zs1gg04PLVOHyVaypX87ihR7uF6mASmqdUiK9_SCxCrFRTemMQ6k7BC4jVKaFy250qpP5gjChEFNLd22jtcGJ7JqddXDVoX53xTWRv9FDBrQwwghmToifT1Kx_JbdrqzaJojtqugvmz2LCleuI0MEFknX_H28P984TIdn2W,-,-,4.3,222,tourist_attraction|point_of_interest|establishment,"QMMR+497, Area Hutan/Perkebunan, Kasinoman","QMMR+497, Area Hutan/Perkebunan, Kasinoman, Kec. Kalibening, Kab. Banjarnegara, Jawa Tengah 53458, Indonesia",0852-2797-8904
4935,Pura Sonosewu,-,ChIJ_____9QXei4RoduSXgj1Aaw,-7.6011514,110.8629781,24,10/13/2023 10:51:50 PM,10/13/2023 10:51:50 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 5:00 PM|Saturday: 9:00 AM – 5:00 PM|Sunday: 9:00 AM – 5:00 PM,ATJ83ziXCf3AicbBx7NvjI0It7PwLmFsWY-NfLp69F1VyGyD5UkVAsdL_5fFumGjbgYfPTPaAE8KzZ4TYe7tY_DB0fkMG4OVuAIHYYl6D7HmrvZOCtfMkpQMf1HUIzVBWprbOxQbS34ZwLO6s49cBaGe2xUxXGth9zCqyJeVw7Ad0pLr6-12,"9VX7+G5 Wirun, Sukoharjo Regency, Central Java, Indonesia",6P4G9VX7+G5,4.5,37,hindu_temple|tourist_attraction|place_of_worship|point_of_interest|establishment,"Sawah, Wirun","Sawah, Wirun, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554, Indonesia",-
4525,Bangsal Pagelaran (ꦧꦁꦱꦭ꧀ꦥꦒꦼꦭꦂꦫꦤ꧀),Pavilion inside the royal palace complex with historical objects & memorabilia on display.,ChIJ____P5BXei4RvG7avn0QxiI,-7.805284299999999,110.3642137,16,10/13/2023 10:51:07 PM,10/13/2023 10:51:07 PM,CLOSED_TEMPORARILY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,ATJ83zj-c-MP0SKS-HVnnVaxDk9MUVihuJoXxdBk3oJYX7boZU0XqXZemxq6zWSjw0aWeppg36uDY0qjGl2ElMcJmUEVDl6rlYQ6EnsZpeHr5oSq9_UCLBl99-Jyoo1apjnfpTr7bTJT8ir9e_FrSUAO8ItguXemFw4S-_UIlqcjr5CSkKXd,-,-,4.6,28,tourist_attraction|point_of_interest|establishment,"59V7+VMP, Jalan Alun-Alun Utara, Panembahan","59V7+VMP, Jl. Alun-Alun Utara, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia",(0274) 374500
4960,Perpustakaan BBalitvet,-,ChIJ__xSpEvEaS4R583uJjzDCVg,-6.582898699999999,106.7913302,25,10/13/2023 10:51:53 PM,10/13/2023 10:51:53 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,Monday: 8:00 AM – 4:00 PM|Tuesday: 8:00 AM – 4:00 PM|Wednesday: 8:00 AM – 4:00 PM|Thursday: 8:00 AM – 4:00 PM|Friday: 8:00 AM – 4:00 PM|Saturday: Closed|Sunday: Closed,ATJ83zhwny_FutwnEqwLix0TivFzPPuy1xWbuyypELpoKDgPU2yDhoi05O2D3Sl-__qSEYQcMEbtY-ZgNk45sdO6-GIZ3tWHJf_b6t0qn5RGmbdsKEDTanD6aZHKOPJucLXs6KSi0KsQ-nv_QTurC0fPi2EPlK0Pb2-vlN7hUZVxdkoveWcE,"CQ8R+RG Ciwaringin, Bogor City, West Java, Indonesia",6P58CQ8R+RG,4.8,68,museum|tourist_attraction|point_of_interest|establishment,"Jalan Re. Martadinata Haji Bin Ali No.30, RT.03/RW.11, Ciwaringin","Jl. Re. Martadinata Haji Bin Ali No.30, RT.03/RW.11, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16124, Indonesia",(0251) 8339100
4411,Gereja Katedral Santa Perawan Maria Ratu Rosario Suci,"Early 20th-century Roman Catholic cathedral with grand dome & arch features, plus a small courtyard.",ChIJ_-Cnv1qLcC4RpbW_vYfMCoE,-6.985479700000001,110.4098457,13,10/13/2023 10:50:55 PM,10/13/2023 10:50:55 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,Monday: 8:00 AM – 6:00 PM|Tuesday: 8:00 AM – 6:00 PM|Wednesday: 8:00 AM – 6:00 PM|Thursday: 8:00 AM – 6:00 PM|Friday: 8:00 AM – 6:00 PM|Saturday: 8:00 AM – 6:00 PM|Sunday: 8:00 AM – 6:00 PM,ATJ83zg_bbWpxhzvcdU6E0zEWmXoIK-GRNjhysYp_w4HncVJqGx6KdkB5JA9VAZcPqL2NcmKPMxWkrjRp96ajDg53vWrWFnnp23TvQ2M6N4F5HGC0KetSS_ojw4Aj7ANSfmxC-dVsOuuC0WsGJR1p_LmmqmLT3NQXe6_Gb_YmZMFITciHHG6,"2C75+RW Randusari, Semarang City, Central Java, Indonesia",6P5G2C75+RW,4.8,3592,tourist_attraction|church|place_of_worship|point_of_interest|establishment,"Jalan Pandanaran No.9, Randusari","Jl. Pandanaran No.9, Randusari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50244, Indonesia",(024) 8310036
6358,Bukit Watu Gagak,-,ChIJ_3UNwuNVei4R5dLvPeQjK-M,-7.9049069,110.3896199,55,10/23/2023 7:42:56 PM,10/23/2023 7:42:56 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,AcJnMuF6SgKcF4Fpoo7FlKXIKXtra0Ln8rZymWNAyaES0puyqXG_R2sCR27C1QYtEkjC4CuIYrGTAHVQS0c9-ABT0-ea5uU-aGkDPvV96feNBglKAEUWNxEAzn3KAfx37oZTYzu995nH96j7Kf3Oz0Ug2TbbcMGyXGNjyHuDtbtdxVyhcmqE,-,-,4.6,143,tourist_attraction|point_of_interest|establishment,"39WQ+2RQ, Singosaren, Wukirsari","39WQ+2RQ, Singosaren, Wukirsari, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia",-
6311,Grand Puri Waterpark,-,ChIJ_3vK6a9Xei4RF3Fw6IpPjWs,-7.877788100000003,110.3527371,55,10/23/2023 7:42:50 PM,10/23/2023 7:42:50 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 5:00 PM|Saturday: 8:00 AM – 5:00 PM|Sunday: 8:00 AM – 5:00 PM,AcJnMuGURayQWCn74AIyuW5dsz2hDamYHSoZsJzsSot5klIW9F_YXinRuHroIuPVuvfFQgm3HuIsn1Bb6ta19StwyTWZLtNJVPBhlKoU3jpV5MzLDtLtEt2V03Zx_W5EhVy9VQNueI-Mbl-LSZRndIk_jAG13y2QuIbyAtDxEVK9vJr7Fh6Q,"49C3+V3 Timbulharjo, Bantul Regency, Special Region of Yogyakarta, Indonesia",6P4G49C3+V3,4.2,3075,tourist_attraction|amusement_park|point_of_interest|establishment,"Gabusan, Jalan Parangtritis No.KM. 9, Balong, Timbulharjo","Gabusan, Jl. Parangtritis No.KM. 9, Balong, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186, Indonesia",(0274) 6463088
6427,Wisata sendang mbudho,-,ChIJ_3WgSnBfei4RTV1EgNYvjV0,-7.652543799999999,110.3881818,56,10/23/2023 7:43:04 PM,10/23/2023 7:43:04 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 5:00 PM|Saturday: 7:00 AM – 5:00 PM|Sunday: 7:00 AM – 5:00 PM,AcJnMuE9x2qS2kjIsOSzWh_QIFMzxodF6uYOFJAEB-eP7jMwInvrjG-cGQYsysKu_o95AgFyDcFCJW3QQj6MhN8nQ2ZG9Co8v7P8UELDIErAhNmfwfhds6JmLOjSWyV0cOxJyKscHww5C0K5kxhwv0kGvijr58BfdTEY3NDmFSC8MUU_X6Yf,-,-,4.6,129,tourist_attraction|point_of_interest|establishment,"89WQ+X7M, Daren Lor, Donokerto","89WQ+X7M, Daren Lor, Donokerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551, Indonesia",0812-3949-9991
5713,Sekantong,-,ChIJ_54dlcIjcC4R6twlVEOJe0o,-6.951265599999999,109.6997802,42,10/13/2023 10:53:07 PM,10/13/2023 10:53:07 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,-,"2MXX+FW Cepagan, Batang Regency, Central Java, Indonesia",6P5F2MXX+FW,5,2,tourist_attraction|point_of_interest|establishment,"Dukuh: badulan RT/RW 01/01 Desa:pesaren Kecamatan: warung asem Kabupaten:batang, Area Sawah, Cepagan","Dukuh: badulan RT/RW 01/01 Desa:pesaren Kecamatan: warung asem Kabupaten:batang, Area Sawah, Cepagan, Kec. Warungasem, Kabupaten Batang, Jawa Tengah 51252, Indonesia",-
4011,Air Terjun Lembah SiMaghrib,-,ChIJ_5tDfjy11i0RLLlSsvwyaoE,-8.1498691,114.1420738,51,10/13/2023 10:36:36 PM,10/13/2023 10:36:36 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,ATJ83zhOVgaHWZlDp02UhYavwuhpk6m0EcDgUYrCI3wLzj_FxEpa3mEUGcHZKgcXXocs10ueW5zEnjg0vG_Zd202xMOH9Dt7jP9M9GqQmyuGaeLMsrLOjkEDsG7K_Q-g02k97te0acEMAbNR1bPp6AjQ_oCmF18GA5ks-P1_4qm0F05KoJQ0,-,-,4.5,4,tourist_attraction|point_of_interest|establishment,"V42R+3R4, Sumber Asih, Sumberarum","V42R+3R4, Sumber Asih, Sumberarum, Kec. Songgon, Kabupaten Banyuwangi, Jawa Timur 68463, Indonesia",-
5773,KEBUN BUAH NAGA BIMOK,-,ChIJ_8QdXMb70y0RuzJNK7DR_Us,-8.551416399999999,114.2594765,45,10/13/2023 10:53:12 PM,10/13/2023 10:53:12 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,ATJ83zi3IIgedGOZukCBAgAvNnvkpmhqvxFi1SjnG8duxnAigCxHGvCa1v1b2Sk8rWuGzBYNYTO1aClfDPf-AT86ybgWERtmYajYxTvruYophtvuv1_cnwpI77O8Za50Jmi_ahPQZiiyuDIe-YmCbt7RU0tZHiaCr7y1nB4SglGsQc5OGgck,-,-,5,1,tourist_attraction|point_of_interest|establishment,"C7X5+RW9, Sumber Rejeki, Sumberasri","C7X5+RW9, Sumber Rejeki, Sumberasri, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia",-
6579,Sanggar Among Lare꧋ꦱꦁꦒꦂꦄꦩꦺꦴꦁꦭꦫꦺ,-,ChIJ_9_290z7ei4R7MPHWERz1u4,-7.8189812,110.1529385,59,10/23/2023 7:43:22 PM,10/23/2023 7:43:22 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,AcJnMuEgjua7i6bqfqivelJbyI_xZATzhRnwQYyDUsgJd5nUzAdB0nwV4dPRjIXTYOEkVTnNU6E7gg93MRffQV3xUGScvQo_8K10jyXaIDEQ771HNK9ShbZnj2mV2nUBOhNYVblh_uWNyhqxdVlTkJDLjBG_NvXDNgPLZM_syoWPi4ZqVdqr,"55J3+C5 Sendangsari, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",6P4G55J3+C5,4.5,19,tourist_attraction|point_of_interest|establishment,"Pereng, Sendangsari","Pereng, Sendangsari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia",-
5956,Air Terjun Tirto Kemanten,-,ChIJ_csIQyaw1i0Riuw-uYiuEWg,-8.2415644,113.9871766,48,10/13/2023 10:53:30 PM,10/13/2023 10:53:30 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 6:00 AM – 5:30 PM|Tuesday: 6:00 AM – 5:30 PM|Wednesday: 6:00 AM – 5:30 PM|Thursday: 6:00 AM – 5:30 PM|Friday: 6:00 AM – 5:30 PM|Saturday: 6:00 AM – 5:30 PM|Sunday: 6:00 AM – 5:30 PM,ATJ83zgE-diL5dp6yMjdkyjGEnmaYzC7yYDuuQpAdkmlkXUoKIFKHhqCy3nX--B8zXAzvo57e9CKVGdbWiRLvg2roL3Xn7Kgt7y1ihn-H01_WK75WRnPrEqQ-7H-I8nQxE0p2LHH4g0ODMEYDSq6yPusj2BnYUMdjIGgoZ1xF0_VsUQvpPmB,"QX5P+9V Kalibaruwetan, Banyuwangi Regency, East Java, Indonesia",6P3MQX5P+9V,4.3,306,tourist_attraction|point_of_interest|establishment,"Dusun Wonorejo, Kalibaruwetan","Dusun Wonorejo, Kalibaruwetan, Kec. Kalibaru, Kabupaten Banyuwangi, Jawa Timur 68467, Indonesia",-
6548,Sungai sekitar FRC UGM,-,ChIJ_czTdLL7ei4R-mMcq-qfjak,-7.8549149,110.1494243,59,10/23/2023 7:43:18 PM,10/23/2023 7:43:18 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,-,-,-,4.7,3,tourist_attraction|point_of_interest|establishment,"44WX+2QM, Area Sawah, Wates","44WX+2QM, Area Sawah, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651, Indonesia",-
4600,Metro Mushola,-,ChIJ_eP0KJRXei4RYMWlbcCkbQE,-7.8137748,110.360471,17,10/13/2023 10:51:16 PM,10/13/2023 10:51:16 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,-,-,-,-,3,1,mosque|tourist_attraction|place_of_worship|point_of_interest|establishment,"Pusat Grosir Metro Beringharjo, Jalan Pabringan Blok C2 No.1, Suryodiningratan","Lt.2 PB I, No.081, Pusat Grosir Metro Beringharjo, Jalan Pabringan Blok C2 No.1, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",-
6622,WARKOP KULON NDESO,-,ChIJ_RI0GHJLei4ROU7B9r3OtnI,-7.8802337,110.6629805,60,10/23/2023 7:43:26 PM,10/23/2023 7:43:26 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 3:30 – 9:45 PM|Tuesday: 3:30 – 9:45 PM|Wednesday: 3:30 – 9:45 PM|Thursday: 3:30 – 9:45 PM|Friday: 3:30 – 9:45 PM|Saturday: 3:30 – 11:00 PM|Sunday: 3:30 – 9:45 PM,AcJnMuF6Xru2meubIb6JVYxUlTiatWUasDJg_ZMiS83Jdd6p7TM4L7h3w5vj_j9TxcHSDJF0M4NbnocyFOQ4l5ggwTs8qn-oUKp_p3gbmTkuVsvlAyjPxo3EhR08PHiI-KQAqiZXU3HcEYOBsqF6LiMfY4mhT-zwaTxDQOPmwR4u4ixA6E3-,-,-,5,3,tourist_attraction|point_of_interest|establishment,"4M97+W55, Jalan Alternatif Yogyakarta - Wonogiri, Jeruklegi, Katongan","4M97+W55, Jl. Alternatif Yogyakarta - Wonogiri, Jeruklegi, Katongan, Kec. Nglipar, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55852, Indonesia",0852-2992-4140
7474,Tampomas Banjarnegara,-,ChIJ_RQqEMapei4RqjiFkZ5rY9s,-7.430959700000001,109.6465953,81,10/23/2023 8:06:41 PM,10/23/2023 8:06:41 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 6:00 AM – 5:00 PM|Tuesday: 6:00 AM – 5:00 PM|Wednesday: 6:00 AM – 5:00 PM|Thursday: 6:00 AM – 5:00 PM|Friday: 6:00 AM – 5:00 PM|Saturday: 6:00 AM – 5:00 PM|Sunday: 6:00 AM – 5:00 PM,AcJnMuGqvw0q0bhOaT_BNJR4DLu-tgfKJEstcApE-eJRfsesjpIPzdIpD8krZmIqsMLtZq9WTTLrkAf2RSpIT-CmcqPt_RshtMKa6_NZ6XXWPDJVAHATJbKz_tzB-NwKbve_-JAcEk2cwoM7BMey2OFLfWL5NBgq1RlSRt1K9TsAf37AeFZU,"HJ9W+JJ Binangun, Watuurip, Kabupaten Banjarnegara, Jawa Tengah, Indonesia",6P4FHJ9W+JJ,4.3,326,tourist_attraction|point_of_interest|establishment,"Jalan Raya Brengkok - Banjarnegara No.7, Binangun, Parakancanggah","Jalan Raya Brengkok - Banjarnegara No.7, Binangun, Parakancanggah, Kec. Banjarnegara, Kab. Banjarnegara, Jawa Tengah 53412, Indonesia",-
5928,Wisata Tirto Argo,-,ChIJ_Rw3I1qu1i0RXTTS0ZmHrzE,-8.2788348,114.0148706,48,10/13/2023 10:53:25 PM,10/13/2023 10:53:25 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,ATJ83zgTjTgM1yiEMudsrpwrHZUEtzBWKqpVspBw9yjG55_KfSb0UICAP2Qk-MFa3EG0nvEEgswcTLA8_8UToEa5N0QORzXhkbqivXk8mIyNH6r_VPEqgebnKIu1pNZig6yo7lWUVrRwzCysWPQYmAjtPbw3f-rZKNc7LUXSrv7CU-_PWiZZ,-,-,3.9,43,tourist_attraction|point_of_interest|establishment,"P2C7+FW9, Dusun Karanganyar, Kajarharjo","P2C7+FW9, Dusun Karanganyar, Kajarharjo, Kec. Kalibaru, Kabupaten Banyuwangi, Jawa Timur 68467, Indonesia",-
4441,RK rent,-,ChIJ_TJrIhiLcC4Re9kadsVBeRU,-7.004822599999999,110.4045678,13,10/13/2023 10:50:58 PM,10/13/2023 10:50:58 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,ATJ83zjiD1RpqUiFjnu0HY59JOHm1Eh4EDMVE9QjrJHDuuQcxIbGkbjP9vtZOa3gVmUnTma54U-a5R2-SL7FEg7f4gkVu_k42EWsPppGKbBoCeLo-DRthEIleGJsDMPYUYfhlS32GUN5qVRKmDEaC-J8dA4PZDTka-tqqhyLRUreof15SdU4,"XCW3+3R Petompon, Semarang City, Central Java, Indonesia",6P4GXCW3+3R,4.9,7,car_rental|tourist_attraction|point_of_interest|establishment,Jalan Kelud Timur I No.13,"Jl. Kelud Timur I No.13, Petompon, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50237, Indonesia",0821-3664-0383
6443,Bintang Pradana Jogja Tour,-,ChIJ_TlR-2VZei4RUvn_761HK78,-7.7593783,110.3716453,57,10/23/2023 7:43:06 PM,10/23/2023 7:43:06 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,AcJnMuHdRXt_b_8TfSq9t4CV9oA9XXtXGr1Ltrv_rgqC4j0i53XXN-g2O088ChMT6n2PiTCR2hB3C4FyKN1JbjSocBJLutL89iLIGArUdgg6Q18puFBj_VZqn0mcyluEJDP2dH0kZ8mD4sDr9NZWOm7JkYQqU-XPTw8YUyYXFPQ6mHdGUOrN,"69RC+6M Sinduadi, Sleman Regency, Special Region of Yogyakarta, Indonesia",6P4G69RC+6M,4,1,tourist_attraction|point_of_interest|establishment,"Jalan Pogung Rejo SIA XVI No.A-08, Pogung Kidul, Sinduadi","Jl. Pogung Rejo SIA XVI No.A-08, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284, Indonesia",0812-2553-7361
4974,Outbound Bogor,-,ChIJ_U2nsf7FaS4RoPvWy36e4ys,-6.6237627,106.8128939,25,10/13/2023 10:51:54 PM,10/13/2023 10:51:54 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: 8:00 AM – 4:00 PM|Tuesday: 8:00 AM – 4:00 PM|Wednesday: 8:00 AM – 4:00 PM|Thursday: 8:00 AM – 4:00 PM|Friday: 8:00 AM – 4:00 PM|Saturday: 8:00 AM – 1:00 PM|Sunday: Closed,ATJ83zhD1xjw5778yZ9XBBQU5zQD732Q7QaypmqC4MzLrZp9tamprjHvi9iQl5NU76Kdix6Be7se77PcWEHVK5ERuaHbVmMKO3Epd3pYNNnfTbEG3i_8Coq_7GO1X8xXbP9tgJP2EnAK898RUp9GNL3WhIOYIIhGmQ8TbAQnjfFA9qvlB80L,"9RG7+F5 Lawanggintung, Bogor City, West Java, Indonesia",6P589RG7+F5,4.5,51,tourist_attraction|point_of_interest|establishment,"Jalan Lawang Gintung No.2, RT.01/RW.05, Lawanggintung","Jl. Lawang Gintung No.2, RT.01/RW.05, Lawanggintung, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16134, Indonesia",0877-7005-0002
7723,Sendang Belik Sigendel,-,ChIJ_VKgEw7rei4Rr6PL8LESJ5o,-7.6733749,110.0339351,85,10/23/2023 8:07:08 PM,10/23/2023 8:07:08 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,-,-,-,5,1,tourist_attraction|point_of_interest|establishment,"82GM+MH3, Banjaran, Loano","82GM+MH3, Banjaran, Loano, Kec. Loano, Kabupaten Purworejo, Jawa Tengah, Indonesia",-
5515,Menara Pandang Teratai,-,ChIJ_w1UMhFfZS4RnoT1NjZUw0s,-7.431525499999999,109.2325481,39,10/13/2023 10:52:47 PM,10/13/2023 10:52:47 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-,ATJ83zgijhtoMQtv1vyH4XsuzUhPV2-Lu6uw6REbOmYmIL3KDTcRcHNDIgPzVU7u_HFre8NDm__i3zK11SKLJcQfKEw2CsbtfRbZpGQICwiAzB2sreY204HDOgqTtu3t__C88-aPbbMIy0tjtZQLjmZ_1xXhBx5KmXARxLVOjvsAlRMo7OGj,"H69M+92 Kedungwuluh, Banyumas Regency, Central Java, Indonesia",6P4FH69M+92,4.6,4257,tourist_attraction|point_of_interest|establishment,"Jalan Bung Karno, Kedungwuluh","Jl. Bung Karno, Kalibener, Kedungwuluh, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah, Indonesia",-
4571,Sekretariat Sementara Museum Pendidikan Dan Mainan Kolong Tangga,This museum features a wide selection of educational toys & board games from throughout history.,ChIJ_W6pFoZXei4Ryqj8yZhX3zg,-7.818723500000001,110.3647195,17,10/13/2023 10:51:13 PM,10/13/2023 10:51:13 PM,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,Monday: 9:00 AM – 4:00 PM|Tuesday: 9:00 AM – 4:00 PM|Wednesday: 9:00 AM – 4:00 PM|Thursday: 9:00 AM – 4:00 PM|Friday: 9:00 AM – 4:00 PM|Saturday: 9:00 AM – 4:00 PM|Sunday: Closed,ATJ83ziB2r-KkRsHdg56CVjmBRpS1XozXbxnNmGWF8F-zZGz-sDBdHt6cTItugAFYmuD_ZzUiqc5FigJZPAWolRcxumHgSoLogIr49ueKAChRZkAI2GIaN71WrZo_-PwktlLRXvIrF5x-3V1zoFonuQqOns12Iija441mRIi9gPpisJvAMHK,"59J7+GV Mantrijeron, Yogyakarta City, Special Region of Yogyakarta, Indonesia",6P4G59J7+GV,4.3,60,tourist_attraction|museum|point_of_interest|establishment,"Jalan Tirtodipuran No.26, Mantrijeron","Jl. Tirtodipuran No.26, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143, Indonesia",0811-2633-977
